date,description,amount
2024-03-17,"WHOLE FOODS MKT",-15.40
2024-03-17,"CHEVRON",-36.39
2024-03-17,"DOORDASH",-31.72
2024-03-17,"STARBUCKS",-10.41
2024-03-17,"NYT SUBSCRIPTION",-8.73
2024-03-17,"DOLLAR STORE",-73.39
2024-03-17,"AMC THEATRES",-16.91
2024-03-17,"7-ELEVEN",-16.34
2024-03-18,"76 STATION",-73.06
2024-03-18,"CHIPOTLE",-43.69
2024-03-18,"PEETS COFFEE",-9.66
2024-03-18,"FASTTRAK",-23.55
2024-03-19,"SAFEWAY",-32.14
2024-03-19,"ARCO AMPM",-37.52
2024-03-19,"MCDONALDS",-10.07
2024-03-19,"PHILZ COFFEE",-6.01
2024-03-19,"LYFT",-15.68
2024-03-19,"STEAM GAMES",-8.87
2024-03-20,"SHELL OIL",-40.03
2024-03-20,"DOORDASH",-38.31
2024-03-20,"LOCAL COFFEE SHOP",-4.19
2024-03-20,"CVS",-15.19
2024-03-21,"ARCO AMPM",-62.76
2024-03-21,"PANERA BREAD",-33.47
2024-03-21,"PEETS COFFEE",-4.38
2024-03-21,"GOOGLE STORAGE",-18.36
2024-03-21,"UNIQLO",-28.33
2024-03-21,"CLIPPER CARD",-29.41
2024-03-21,"MCDONALDS",-20.85
2024-03-22,"EXXON MOBIL",-41.70
2024-03-22,"CHIPOTLE",-21.82
2024-03-22,"DUNKIN",-7.17
2024-03-22,"WALMART.COM",-24.90
2024-03-22,"PLAYSTATION NETWORK",-56.80
2024-03-22,"STARBUCKS",-17.20
2024-03-23,"TRADER JOES",-111.70
2024-03-23,"76 STATION",-43.94
2024-03-23,"SUBWAY",-23.78
2024-03-23,"DUNKIN",-9.83
2024-03-23,"BART TICKET",-30.81
2024-03-23,"7-ELEVEN",-9.46
2024-03-24,"SAFEWAY",-33.69
2024-03-24,"76 STATION",-53.04
2024-03-24,"MCDONALDS",-39.33
2024-03-24,"LOCAL COFFEE SHOP",-4.85
2024-03-24,"CVS",-61.25
2024-03-24,"FASTTRAK",-18.56
2024-03-25,"MCDONALDS",-21.57
2024-03-25,"PHILZ COFFEE",-7.32
2024-03-25,"TARGET",-44.36
2024-03-25,"UBER",-26.97
2024-03-25,"STEAM GAMES",-39.19
2024-03-26,"UBER EATS",-35.90
2024-03-26,"DUNKIN",-10.27
2024-03-26,"TARGET",-39.55
2024-03-26,"CLIPPER CARD",-28.76
2024-03-26,"KINDLE EBOOK",-6.46
2024-03-26,"WALGREENS",-27.77
2024-03-26,"MCDONALDS",-6.21
2024-03-27,"SHELL OIL",-38.14
2024-03-27,"PANERA BREAD",-38.73
2024-03-27,"LOCAL COFFEE SHOP",-9.09
2024-03-27,"CLIPPER CARD",-17.92
2024-03-27,"WALGREENS",-13.91
2024-03-28,"SHELL OIL",-49.47
2024-03-28,"DOORDASH",-40.50
2024-03-28,"DUNKIN",-7.51
2024-03-28,"LIME SCOOTER",-10.31
2024-03-29,"SDG&E UTILITIES",-153.49
2024-03-29,"EXXON MOBIL",-74.96
2024-03-29,"PIZZA PORT",-13.95
2024-03-29,"PHILZ COFFEE",-4.90
2024-03-29,"MCDONALDS",-10.38
2024-03-30,"WALMART SUPERCENTER",-30.15
2024-03-30,"EXXON MOBIL",-74.94
2024-03-30,"SUBWAY",-31.64
2024-03-30,"PHILZ COFFEE",-5.73
2024-03-30,"EBAY",-78.75
2024-03-31,"SAFEWAY",-96.54
2024-03-31,"76 STATION",-58.77
2024-03-31,"TACO BELL",-44.85
2024-03-31,"STARBUCKS",-10.77
2024-03-31,"AMC THEATRES",-11.61
2024-04-01,"DIRECT DEPOSIT - EMPLOYER",4280.63
2024-04-01,"RENT PAYMENT",-2400.00
2024-04-01,"CHEVRON",-49.08
2024-04-01,"MCDONALDS",-24.67
2024-04-01,"LOCAL COFFEE SHOP",-5.87
2024-04-01,"AMAZON.COM",-20.98
2024-04-01,"EQUINOX",-42.44
2024-04-01,"AMAZON.COM",-8.32
2024-04-01,"7-ELEVEN",-14.75
2024-04-02,"PIZZA PORT",-27.57
2024-04-02,"LOCAL COFFEE SHOP",-7.96
2024-04-02,"UNIQLO",-69.16
2024-04-02,"FASTTRAK",-15.71
2024-04-03,"PIZZA PORT",-30.23
2024-04-03,"PHILZ COFFEE",-7.81
2024-04-03,"GOOGLE STORAGE",-16.40
2024-04-03,"AMAZON.COM",-47.87
2024-04-03,"UBER",-15.79
2024-04-04,"LOCAL BISTRO",-26.27
2024-04-04,"PHILZ COFFEE",-8.01
2024-04-04,"TARGET",-66.19
2024-04-04,"UBER",-15.05
2024-04-05,"COMCAST INTERNET",-75.99
2024-04-05,"EXXON MOBIL",-36.65
2024-04-05,"DOORDASH",-49.61
2024-04-05,"STARBUCKS",-4.99
2024-04-05,"GAP",-72.14
2024-04-05,"PARKING METER",-15.34
2024-04-05,"SPOTIFY",-15.47
2024-04-06,"COSTCO WHOLESALE",-28.99
2024-04-06,"EXXON MOBIL",-46.48
2024-04-06,"MCDONALDS",-19.14
2024-04-06,"LOCAL COFFEE SHOP",-4.75
2024-04-06,"BART TICKET",-26.71
2024-04-06,"STEAM GAMES",-31.69
2024-04-07,"SAFEWAY",-100.08
2024-04-07,"SHELL OIL",-46.68
2024-04-07,"UBER EATS",-88.33
2024-04-07,"PHILZ COFFEE",-10.84
2024-04-07,"BART TICKET",-10.27
2024-04-07,"STEAM GAMES",-5.28
2024-04-07,"7-ELEVEN",-18.87
2024-04-07,"STARBUCKS",-20.55
2024-04-07,"MCDONALDS",-5.04
2024-04-08,"EXXON MOBIL",-56.54
2024-04-08,"CHIPOTLE",-22.14
2024-04-08,"DUNKIN",-11.63
2024-04-08,"UNIQLO",-73.82
2024-04-09,"PG&E ELECTRIC",-78.97
2024-04-09,"76 STATION",-52.74
2024-04-09,"CHIPOTLE",-49.66
2024-04-09,"DUNKIN",-8.28
2024-04-09,"PARKING METER",-3.86
2024-04-10,"TRADER JOES",-64.36
2024-04-10,"ARCO AMPM",-39.61
2024-04-10,"UBER EATS",-93.37
2024-04-10,"STARBUCKS",-10.49
2024-04-11,"76 STATION",-45.51
2024-04-11,"DOORDASH",-16.68
2024-04-11,"PEETS COFFEE",-7.77
2024-04-11,"DOLLAR STORE",-68.50
2024-04-11,"BART TICKET",-26.29
2024-04-11,"STEAM GAMES",-24.70
2024-04-11,"STARBUCKS",-15.89
2024-04-12,"MCDONALDS",-10.20
2024-04-12,"PHILZ COFFEE",-4.93
2024-04-12,"CVS",-65.14
2024-04-12,"STARBUCKS",-19.81
2024-04-13,"WALMART SUPERCENTER",-20.87
2024-04-13,"76 STATION",-48.01
2024-04-13,"SUBWAY",-38.91
2024-04-13,"PEETS COFFEE",-11.65
2024-04-13,"GAP",-26.80
2024-04-13,"7-ELEVEN",-17.25
2024-04-13,"STARBUCKS",-15.72
2024-04-14,"SAFEWAY",-92.44
2024-04-14,"ARCO AMPM",-61.19
2024-04-14,"TACO BELL",-35.47
2024-04-14,"DUNKIN",-4.12
2024-04-14,"UNIQLO",-49.43
2024-04-14,"PARKING METER",-3.25
2024-04-15,"DIRECT DEPOSIT - EMPLOYER",4214.03
2024-04-15,"ARCO AMPM",-42.31
2024-04-15,"UBER EATS",-36.86
2024-04-15,"PEETS COFFEE",-11.64
2024-04-15,"CVS",-42.30
2024-04-15,"PLAYSTATION NETWORK",-35.26
2024-04-15,"CVS PHARMACY",-16.43
2024-04-15,"7-ELEVEN",-16.53
2024-04-16,"SUSHI HOUSE",-23.43
2024-04-16,"PEETS COFFEE",-9.17
2024-04-16,"APPLE ICLOUD",-18.45
2024-04-16,"UBER",-7.73
2024-04-17,"DOORDASH",-44.44
2024-04-17,"PHILZ COFFEE",-5.95
2024-04-17,"GAP",-75.08
2024-04-17,"MCDONALDS",-14.16
2024-04-18,"WALMART SUPERCENTER",-110.82
2024-04-18,"76 STATION",-40.49
2024-04-18,"UBER EATS",-33.19
2024-04-18,"LOCAL COFFEE SHOP",-7.17
2024-04-18,"FASTTRAK",-16.61
2024-04-18,"AMAZON.COM",-20.17
2024-04-19,"DOORDASH",-27.73
2024-04-19,"DUNKIN",-11.32
2024-04-19,"LYFT",-4.37
2024-04-20,"LOCAL MARKET",-17.80
2024-04-20,"CHEVRON",-35.36
2024-04-20,"MCDONALDS",-10.88
2024-04-20,"LOCAL COFFEE SHOP",-10.00
2024-04-20,"CVS",-78.87
2024-04-20,"AMAZON.COM",-23.29
2024-04-21,"COSTCO WHOLESALE",-48.04
2024-04-21,"ARCO AMPM",-53.36
2024-04-21,"SUBWAY",-21.47
2024-04-21,"LOCAL COFFEE SHOP",-5.21
2024-04-21,"FASTTRAK",-15.77
2024-04-21,"PLAYSTATION NETWORK",-45.34
2024-04-21,"MCDONALDS",-14.67
2024-04-22,"SUSHI HOUSE",-42.93
2024-04-22,"PEETS COFFEE",-10.32
2024-04-22,"LIME SCOOTER",-7.75
2024-04-23,"WATER DISTRICT",-139.76
2024-04-23,"PANERA BREAD",-26.72
2024-04-23,"PHILZ COFFEE",-9.29
2024-04-23,"BART TICKET",-34.71
2024-04-23,"KINDLE EBOOK",-49.61
2024-04-24,"CHEVRON",-62.45
2024-04-24,"LOCAL BISTRO",-35.08
2024-04-24,"LOCAL COFFEE SHOP",-7.98
2024-04-24,"BART TICKET",-26.88
2024-04-24,"DAVE AND BUSTERS",-21.61
2024-04-25,"SHELL OIL",-59.60
2024-04-25,"UBER EATS",-26.49
2024-04-25,"STARBUCKS",-4.67
2024-04-25,"APPLE ICLOUD",-6.86
2024-04-25,"7-ELEVEN",-17.82
2024-04-26,"CHEVRON",-51.13
2024-04-26,"SUSHI HOUSE",-9.85
2024-04-26,"DUNKIN",-11.58
2024-04-26,"PARKING METER",-15.17
2024-04-26,"COPAY",-43.92
2024-04-27,"TRADER JOES",-117.25
2024-04-27,"ARCO AMPM",-62.55
2024-04-27,"UBER EATS",-15.37
2024-04-27,"STARBUCKS",-4.94
2024-04-28,"WALMART SUPERCENTER",-90.43
2024-04-28,"CHEVRON",-40.13
2024-04-28,"SUBWAY",-31.41
2024-04-28,"PHILZ COFFEE",-4.97
2024-04-28,"SPOTIFY USA",-9.26
2024-04-28,"WALMART.COM",-82.85
2024-04-28,"FASTTRAK",-23.34
2024-04-28,"7-ELEVEN",-17.36
2024-04-29,"SHELL OIL",-73.36
2024-04-29,"SUSHI HOUSE",-32.99
2024-04-29,"LOCAL COFFEE SHOP",-8.49
2024-04-29,"EBAY",-70.15
2024-04-29,"WALGREENS",-32.44
2024-04-29,"AMAZON.COM",-18.71
2024-04-30,"MCDONALDS",-44.52
2024-04-30,"DUNKIN",-6.18
2024-04-30,"HULU",-14.26
2024-05-01,"DIRECT DEPOSIT - EMPLOYER",4328.34
2024-05-01,"AVALON APARTMENTS",-2400.00
2024-05-01,"76 STATION",-40.47
2024-05-01,"PANERA BREAD",-20.55
2024-05-01,"LOCAL COFFEE SHOP",-9.18
2024-05-01,"24 HOUR FITNESS",-95.99
2024-05-01,"7-ELEVEN",-10.20
2024-05-02,"MCDONALDS",-18.88
2024-05-02,"PHILZ COFFEE",-4.42
2024-05-02,"GAP",-62.21
2024-05-02,"MCDONALDS",-7.54
2024-05-03,"COMCAST INTERNET",-58.80
2024-05-03,"UBER EATS",-19.40
2024-05-03,"PEETS COFFEE",-10.96
2024-05-03,"HULU",-19.83
2024-05-03,"RITE AID",-46.29
2024-05-04,"LOCAL MARKET",-85.73
2024-05-04,"76 STATION",-62.23
2024-05-04,"LOCAL BISTRO",-8.29
2024-05-04,"STARBUCKS",-9.57
2024-05-04,"WALMART.COM",-144.73
2024-05-04,"BART TICKET",-12.42
2024-05-04,"KINDLE EBOOK",-12.58
2024-05-05,"WALMART SUPERCENTER",-93.55
2024-05-05,"EXXON MOBIL",-70.69
2024-05-05,"MCDONALDS",-33.56
2024-05-05,"PHILZ COFFEE",-7.70
2024-05-05,"AMC THEATRES",-37.17
2024-05-05,"RITE AID",-25.87
2024-05-06,"WHOLE FOODS MKT",-15.18
2024-05-06,"SHELL OIL",-44.11
2024-05-06,"PANERA BREAD",-39.69
2024-05-06,"DUNKIN",-11.76
2024-05-06,"AMAZON.COM",-14.67
2024-05-07,"IN-N-OUT BURGER",-34.84
2024-05-07,"LOCAL COFFEE SHOP",-9.31
2024-05-08,"76 STATION",-52.18
2024-05-08,"MCDONALDS",-17.12
2024-05-08,"PEETS COFFEE",-9.34
2024-05-08,"DOLLAR STORE",-56.27
2024-05-08,"STEAM GAMES",-6.39
2024-05-09,"76 STATION",-36.11
2024-05-09,"UBER EATS",-27.67
2024-05-09,"PHILZ COFFEE",-9.28
2024-05-09,"TARGET",-22.16
2024-05-09,"CVS PHARMACY",-20.19
2024-05-10,"WALMART SUPERCENTER",-68.20
2024-05-10,"EXXON MOBIL",-61.19
2024-05-10,"PANERA BREAD",-14.06
2024-05-10,"STARBUCKS",-9.63
2024-05-10,"EBAY",-24.32
2024-05-10,"LIME SCOOTER",-3.59
2024-05-10,"WALGREENS",-16.09
2024-05-10,"AMAZON.COM",-20.28
2024-05-11,"SPROUTS FARMERS MKT",-74.42
2024-05-11,"76 STATION",-49.82
2024-05-11,"LOCAL BISTRO",-44.48
2024-05-11,"PEETS COFFEE",-8.26
2024-05-11,"FASTTRAK",-34.15
2024-05-12,"SDG&E UTILITIES",-177.87
2024-05-12,"SAFEWAY",-52.84
2024-05-12,"76 STATION",-40.43
2024-05-12,"IN-N-OUT BURGER",-12.01
2024-05-12,"STARBUCKS",-11.41
2024-05-12,"TARGET",-35.92
2024-05-12,"AMAZON.COM",-12.96
2024-05-12,"AMAZON.COM",-19.12
2024-05-13,"76 STATION",-38.78
2024-05-13,"TACO BELL",-17.50
2024-05-13,"STARBUCKS",-7.98
2024-05-13,"WALMART.COM",-39.86
2024-05-13,"AMAZON.COM",-20.42
2024-05-14,"ARCO AMPM",-67.68
2024-05-14,"TACO BELL",-40.43
2024-05-14,"STARBUCKS",-9.43
2024-05-14,"GAP",-14.39
2024-05-14,"STARBUCKS",-9.58
2024-05-14,"AMAZON.COM",-5.85
2024-05-14,"MCDONALDS",-7.10
2024-05-14,"7-ELEVEN",-18.72
2024-05-15,"ACH PAYROLL",4330.20
2024-05-15,"SUBWAY",-25.12
2024-05-15,"LOCAL COFFEE SHOP",-10.06
2024-05-15,"AMAZON.COM",-66.17
2024-05-15,"LYFT",-8.61
2024-05-15,"AMAZON.COM",-8.09
2024-05-16,"CHEVRON",-54.58
2024-05-16,"SUBWAY",-33.55
2024-05-16,"DUNKIN",-5.24
2024-05-16,"UNIQLO",-64.83
2024-05-16,"LIME SCOOTER",-28.27
2024-05-16,"STEAM GAMES",-51.34
2024-05-17,"SHELL OIL",-52.28
2024-05-17,"MCDONALDS",-39.28
2024-05-17,"DUNKIN",-10.78
2024-05-17,"DAVE AND BUSTERS",-32.46
2024-05-18,"TRADER JOES",-27.82
2024-05-18,"EXXON MOBIL",-50.95
2024-05-18,"IN-N-OUT BURGER",-25.97
2024-05-18,"DUNKIN",-10.02
2024-05-18,"BART TICKET",-11.14
2024-05-19,"TRADER JOES",-56.47
2024-05-19,"SHELL OIL",-41.36
2024-05-19,"UBER EATS",-42.45
2024-05-19,"PHILZ COFFEE",-5.74
2024-05-19,"DOLLAR STORE",-47.37
2024-05-19,"STARBUCKS",-11.74
2024-05-19,"STARBUCKS",-18.91
2024-05-20,"CHEVRON",-43.99
2024-05-20,"SUBWAY",-44.69
2024-05-20,"STARBUCKS",-11.28
2024-05-20,"7-ELEVEN",-23.56
2024-05-20,"STARBUCKS",-24.81
2024-05-21,"76 STATION",-35.28
2024-05-21,"LOCAL BISTRO",-28.58
2024-05-21,"PEETS COFFEE",-7.43
2024-05-21,"CVS",-82.77
2024-05-21,"PLAYSTATION NETWORK",-27.56
2024-05-22,"SHELL OIL",-73.10
2024-05-22,"TACO BELL",-43.34
2024-05-22,"DUNKIN",-11.16
2024-05-22,"GAP",-40.20
2024-05-22,"FASTTRAK",-20.48
2024-05-22,"DAVE AND BUSTERS",-37.74
2024-05-22,"7-ELEVEN",-6.88
2024-05-22,"MCDONALDS",-8.49
2024-05-23,"CHEVRON",-37.17
2024-05-23,"SUSHI HOUSE",-89.88
2024-05-23,"PHILZ COFFEE",-8.77
2024-05-23,"MCDONALDS",-22.48
2024-05-24,"MCDONALDS",-27.50
2024-05-24,"LOCAL COFFEE SHOP",-10.82
2024-05-24,"DOLLAR STORE",-41.52
2024-05-24,"TICKETMASTER",-31.83
2024-05-24,"AMAZON.COM",-16.65
2024-05-25,"SPROUTS FARMERS MKT",-115.75
2024-05-25,"EXXON MOBIL",-61.05
2024-05-25,"CHIPOTLE",-43.34
2024-05-25,"STARBUCKS",-8.81
2024-05-26,"TRADER JOES",-47.59
2024-05-26,"SHELL OIL",-46.43
2024-05-26,"TACO BELL",-8.88
2024-05-26,"DUNKIN",-8.46
2024-05-26,"LYFT",-13.37
2024-05-26,"CVS PHARMACY",-31.72
2024-05-27,"76 STATION",-37.73
2024-05-27,"TACO BELL",-24.17
2024-05-27,"STARBUCKS",-6.50
2024-05-27,"AMAZON.COM",-26.47
2024-05-27,"BART TICKET",-11.07
2024-05-27,"AMAZON.COM",-11.03
2024-05-28,"ARCO AMPM",-72.21
2024-05-28,"SUSHI HOUSE",-36.61
2024-05-28,"PHILZ COFFEE",-9.73
2024-05-28,"TARGET",-49.37
2024-05-29,"EXXON MOBIL",-74.11
2024-05-29,"SUSHI HOUSE",-33.43
2024-05-29,"DUNKIN",-5.08
2024-05-29,"AMC THEATRES",-41.06
2024-05-30,"WATER DISTRICT",-96.27
2024-05-30,"LOCAL MARKET",-75.43
2024-05-30,"SHELL OIL",-52.95
2024-05-30,"SUSHI HOUSE",-37.07
2024-05-30,"PEETS COFFEE",-6.82
2024-05-30,"WALMART.COM",-30.24
2024-05-30,"KINDLE EBOOK",-46.52
2024-05-31,"UBER EATS",-28.40
2024-05-31,"LOCAL COFFEE SHOP",-7.68
2024-05-31,"GAP",-43.17
2024-05-31,"LYFT",-3.07
2024-05-31,"TICKETMASTER",-44.35
2024-05-31,"7-ELEVEN",-20.58
2024-06-01,"DIRECT DEPOSIT - EMPLOYER",4229.57
2024-06-01,"RENT PAYMENT",-2400.00
2024-06-01,"WALMART SUPERCENTER",-83.60
2024-06-01,"EXXON MOBIL",-62.43
2024-06-01,"TACO BELL",-41.77
2024-06-01,"STARBUCKS",-6.61
2024-06-01,"UBER",-18.98
2024-06-01,"24 HOUR FITNESS",-56.82
2024-06-02,"PG&E ELECTRIC",-118.73
2024-06-02,"LOCAL MARKET",-48.91
2024-06-02,"SHELL OIL",-48.48
2024-06-02,"PANERA BREAD",-19.45
2024-06-02,"PEETS COFFEE",-5.29
2024-06-02,"AMAZON.COM",-12.36
2024-06-03,"SAFEWAY",-41.92
2024-06-03,"DOORDASH",-15.36
2024-06-03,"PHILZ COFFEE",-7.13
2024-06-03,"UNIQLO",-71.25
2024-06-03,"FASTTRAK",-24.41
2024-06-03,"DAVE AND BUSTERS",-48.42
2024-06-03,"AMAZON.COM",-9.86
2024-06-04,"SPROUTS FARMERS MKT",-99.26
2024-06-04,"UBER EATS",-42.61
2024-06-04,"PEETS COFFEE",-10.76
2024-06-04,"AMAZON.COM",-28.77
2024-06-04,"UBER",-26.01
2024-06-04,"STARBUCKS",-17.03
2024-06-04,"STARBUCKS",-23.45
2024-06-05,"SHELL OIL",-49.29
2024-06-05,"LOCAL BISTRO",-41.63
2024-06-05,"PEETS COFFEE",-5.63
2024-06-06,"SPROUTS FARMERS MKT",-48.32
2024-06-06,"LOCAL BISTRO",-24.69
2024-06-06,"PHILZ COFFEE",-6.16
2024-06-06,"UNIQLO",-58.33
2024-06-06,"7-ELEVEN",-22.85
2024-06-07,"COSTCO WHOLESALE",-88.99
2024-06-07,"TACO BELL",-8.38
2024-06-07,"STARBUCKS",-9.50
2024-06-07,"SPOTIFY",-35.24
2024-06-07,"STARBUCKS",-22.79
2024-06-08,"LOCAL MARKET",-29.02
2024-06-08,"CHEVRON",-56.17
2024-06-08,"SUSHI HOUSE",-33.96
2024-06-08,"DUNKIN",-9.76
2024-06-08,"WALMART.COM",-38.43
2024-06-08,"7-ELEVEN",-7.23
2024-06-09,"COSTCO WHOLESALE",-73.68
2024-06-09,"76 STATION",-56.33
2024-06-09,"UBER EATS",-14.68
2024-06-09,"PHILZ COFFEE",-11.81
2024-06-09,"NYT SUBSCRIPTION",-9.53
2024-06-10,"SUBWAY",-35.74
2024-06-10,"PEETS COFFEE",-8.30
2024-06-10,"DOLLAR STORE",-55.23
2024-06-11,"76 STATION",-59.36
2024-06-11,"TACO BELL",-44.28
2024-06-11,"PEETS COFFEE",-10.77
2024-06-11,"KINDLE EBOOK",-9.69
2024-06-11,"7-ELEVEN",-10.50
2024-06-12,"WALMART SUPERCENTER",-97.65
2024-06-12,"ARCO AMPM",-35.21
2024-06-12,"PIZZA PORT",-20.07
2024-06-12,"DUNKIN",-6.75
2024-06-12,"TARGET",-21.59
2024-06-12,"RITE AID",-20.15
2024-06-12,"7-ELEVEN",-22.54
2024-06-13,"CHEVRON",-59.76
2024-06-13,"PIZZA PORT",-15.04
2024-06-13,"LOCAL COFFEE SHOP",-7.97
2024-06-13,"TARGET",-43.01
2024-06-13,"AMC THEATRES",-41.80
2024-06-13,"AMAZON.COM",-6.23
2024-06-14,"ARCO AMPM",-42.15
2024-06-14,"PIZZA PORT",-20.98
2024-06-14,"PHILZ COFFEE",-10.80
2024-06-14,"UNIQLO",-20.80
2024-06-14,"AMAZON.COM",-12.72
2024-06-15,"DIRECT DEPOSIT - EMPLOYER",4271.99
2024-06-15,"WALMART SUPERCENTER",-35.15
2024-06-15,"SHELL OIL",-70.06
2024-06-15,"LOCAL BISTRO",-31.57
2024-06-15,"STARBUCKS",-6.61
2024-06-15,"FASTTRAK",-9.99
2024-06-15,"STEAM GAMES",-34.44
2024-06-15,"MCDONALDS",-15.58
2024-06-16,"SAFEWAY",-96.73
2024-06-16,"SHELL OIL",-48.22
2024-06-16,"SUSHI HOUSE",-9.21
2024-06-16,"DUNKIN",-11.23
2024-06-16,"LYFT",-29.72
2024-06-16,"STEAM GAMES",-31.21
2024-06-16,"7-ELEVEN",-23.50
2024-06-16,"AMAZON.COM",-17.32
2024-06-17,"EXXON MOBIL",-41.91
2024-06-17,"TACO BELL",-41.26
2024-06-17,"PHILZ COFFEE",-7.27
2024-06-17,"GAP",-60.26
2024-06-17,"CLIPPER CARD",-13.59
2024-06-17,"KINDLE EBOOK",-42.59
2024-06-18,"SHELL OIL",-58.48
2024-06-18,"IN-N-OUT BURGER",-36.09
2024-06-18,"PHILZ COFFEE",-8.22
2024-06-18,"AMAZON.COM",-63.00
2024-06-18,"UBER",-11.23
2024-06-18,"AMAZON.COM",-23.11
2024-06-19,"SUSHI HOUSE",-42.91
2024-06-19,"PEETS COFFEE",-10.80
2024-06-19,"DAVE AND BUSTERS",-13.78
2024-06-19,"AMAZON.COM",-5.48
2024-06-19,"AMAZON.COM",-7.62
2024-06-19,"AMAZON.COM",-22.78
2024-06-20,"WHOLE FOODS MKT",-95.50
2024-06-20,"CHEVRON",-40.30
2024-06-20,"CHIPOTLE",-42.16
2024-06-20,"DUNKIN",-8.19
2024-06-20,"UNIQLO",-70.43
2024-06-20,"FASTTRAK",-30.50
2024-06-20,"7-ELEVEN",-13.58
2024-06-21,"WALMART SUPERCENTER",-60.57
2024-06-21,"76 STATION",-74.16
2024-06-21,"LOCAL BISTRO",-24.20
2024-06-21,"LOCAL COFFEE SHOP",-5.50
2024-06-21,"GAP",-26.08
2024-06-21,"FASTTRAK",-8.59
2024-06-21,"SPOTIFY",-36.96
2024-06-22,"WALMART SUPERCENTER",-67.78
2024-06-22,"ARCO AMPM",-71.33
2024-06-22,"PANERA BREAD",-31.91
2024-06-22,"STARBUCKS",-4.68
2024-06-22,"DOLLAR STORE",-21.78
2024-06-22,"TICKETMASTER",-6.69
2024-06-23,"TRADER JOES",-110.44
2024-06-23,"CHEVRON",-71.47
2024-06-23,"CHIPOTLE",-29.67
2024-06-23,"STARBUCKS",-10.03
2024-06-23,"CVS",-27.45
2024-06-23,"UBER",-31.35
2024-06-23,"STARBUCKS",-24.10
2024-06-24,"SHELL OIL",-54.76
2024-06-24,"SUSHI HOUSE",-23.31
2024-06-24,"LOCAL COFFEE SHOP",-10.81
2024-06-24,"AMAZON.COM",-21.15
2024-06-24,"MCDONALDS",-22.22
2024-06-25,"COSTCO WHOLESALE",-17.63
2024-06-25,"ARCO AMPM",-48.55
2024-06-25,"DOORDASH",-15.38
2024-06-25,"PHILZ COFFEE",-10.78
2024-06-25,"AMAZON.COM",-63.06
2024-06-25,"BART TICKET",-10.96
2024-06-25,"DAVE AND BUSTERS",-37.49
2024-06-26,"PIZZA PORT",-17.95
2024-06-26,"STARBUCKS",-5.99
2024-06-26,"EBAY",-59.68
2024-06-26,"BART TICKET",-21.20
2024-06-27,"WATER DISTRICT",-175.28
2024-06-27,"EXXON MOBIL",-71.91
2024-06-27,"SUBWAY",-14.36
2024-06-27,"PHILZ COFFEE",-9.79
2024-06-27,"AMAZON.COM",-28.12
2024-06-27,"PARKING METER",-30.45
2024-06-27,"STEAM GAMES",-18.43
2024-06-27,"7-ELEVEN",-21.30
2024-06-28,"TRADER JOES",-39.06
2024-06-28,"CHEVRON",-70.59
2024-06-28,"SUSHI HOUSE",-17.03
2024-06-28,"LOCAL COFFEE SHOP",-8.18
2024-06-28,"EBAY",-81.18
2024-06-28,"7-ELEVEN",-9.78
2024-06-29,"SPROUTS FARMERS MKT",-88.27
2024-06-29,"SHELL OIL",-54.82
2024-06-29,"IN-N-OUT BURGER",-23.73
2024-06-29,"PEETS COFFEE",-6.38
2024-06-29,"AMAZON.COM",-52.78
2024-06-29,"KINDLE EBOOK",-31.01
2024-06-29,"AMAZON.COM",-18.99
2024-06-30,"VERIZON WIRELESS",-68.63
2024-06-30,"COSTCO WHOLESALE",-105.72
2024-06-30,"EXXON MOBIL",-35.87
2024-06-30,"PIZZA PORT",-9.45
2024-06-30,"STARBUCKS",-7.65
2024-06-30,"DOLLAR STORE",-83.33
2024-06-30,"CLIPPER CARD",-22.10
2024-06-30,"STARBUCKS",-13.61
2024-06-30,"7-ELEVEN",-12.33
2024-07-01,"PAYROLL DEPOSIT",4384.18
2024-07-01,"AVALON APARTMENTS",-2400.00
2024-07-01,"EXXON MOBIL",-55.84
2024-07-01,"IN-N-OUT BURGER",-44.58
2024-07-01,"LOCAL COFFEE SHOP",-7.46
2024-07-01,"CVS",-41.59
2024-07-01,"FASTTRAK",-26.82
2024-07-01,"DAVE AND BUSTERS",-63.85
2024-07-01,"YOGA STUDIO",-67.80
2024-07-02,"COSTCO WHOLESALE",-110.52
2024-07-02,"PIZZA PORT",-9.80
2024-07-02,"PHILZ COFFEE",-10.74
2024-07-02,"WALMART.COM",-56.58
2024-07-03,"SPROUTS FARMERS MKT",-110.37
2024-07-03,"76 STATION",-38.85
2024-07-03,"SUSHI HOUSE",-44.10
2024-07-03,"PHILZ COFFEE",-5.40
2024-07-03,"GAP",-57.59
2024-07-03,"CLIPPER CARD",-21.11
2024-07-03,"SPOTIFY",-34.32
2024-07-04,"76 STATION",-60.20
2024-07-04,"TACO BELL",-38.11
2024-07-04,"DUNKIN",-11.69
2024-07-04,"UBER",-29.15
2024-07-04,"AMAZON.COM",-6.95
2024-07-05,"SHELL OIL",-61.04
2024-07-05,"SUSHI HOUSE",-42.79
2024-07-05,"PEETS COFFEE",-8.40
2024-07-05,"WALMART.COM",-20.00
2024-07-05,"STARBUCKS",-11.71
2024-07-05,"7-ELEVEN",-22.01
2024-07-06,"WHOLE FOODS MKT",-64.21
2024-07-06,"76 STATION",-47.37
